Dependents,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Gender_Male,Married_Yes,Education_Not Graduate,Self_Employed_Yes,Property_Area_Semiurban,Property_Area_Urban,TotalIncome,TotalIncomeByPerson,Cuota,%Cuota,Loan_Status
0.0,0.06642200442343547,0.0,0.170767004341534,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.04797001388605665,0.06471099890110016,0.07657365347177157,0.07822293250653657,1
0.3333333333333333,0.09862201309683846,0.0,0.10419681620839363,0.7297297297297298,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.07681028539245102,0.038103544757198,0.046722907203114866,0.034020988294066,1
0.6666666666666666,0.06991847001170903,0.0,0.10274963820549927,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05110165952942776,0.011360865883715474,0.046073977936404935,0.04524289108546766,1
1.0,0.2109425820720758,0.11990304077567379,0.17510853835021706,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.29869587593827984,0.06515246787120078,0.07852044127190136,0.01566201644401904,0
0.0,0.06002536970380323,0.07000743994048048,0.21997105643994208,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.11305483535797865,0.12868820478433038,0.09863724853990916,0.0539238317918138,0
0.0,0.0720326119953163,0.0,0.14327062228654122,0.7297297297297298,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.05299521270914051,0.06965067872871249,0.06424399740428294,0.061592544058484515,0
0.0,0.02956004163233442,0.0512155902752778,0.11432706222865412,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.06675988774628329,0.08318110608260713,0.051265412070084365,0.041715167181704677,0
0.0,0.06891560778871585,0.0,0.09696092619392185,0.7297297297297298,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.05020343558520503,0.06690641215781676,0.04347826086956522,0.04320597036277287,1
0.6666666666666666,0.03560431935469878,0.0,0.150506512301013,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.02036783484332061,0.0012906007279067655,0.06748864373783257,0.10619222414164603,1
1.0,0.09146645561386002,0.004535963712290302,0.1664254703328509,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.07498956118118875,0.01017764949988724,0.0746268656716418,0.056112999244443226,0
0.0,0.17253566936987713,0.0,0.1606367583212735,0.7297297297297298,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.14301181771394722,0.1581353782494203,0.07203114860480207,0.03126238058421243,1
0.0,0.1079459213322346,0.0,0.16787264833574528,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08516134044144065,0.10126940226294599,0.07527579493835172,0.051337177528886634,0
0.3333333333333333,0.08363328852075104,0.058223534211726304,0.21562952243125902,0.7297297297297298,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.12227983802837415,0.060451419919318516,0.09669046073977937,0.049381123185631884,1
0.0,0.07417385836332879,0.047999616003071975,0.1606367583212735,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.10346568784533068,0.11926224569299283,0.07203114860480207,0.04181793760185474,0
1.0,0.0,1.0,0.49348769898697536,0.32432432432432434,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9999999999999999,0.2374947948422105,0.44841012329656066,0.031384992085509406,1
0.0,0.5384448588403655,0.16000671994624044,0.6816208393632417,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.6325924199609636,0.6393842820342408,0.3056456846203764,0.03372463181972453,0
0.0,0.3717528947482541,0.050399596803225574,0.426917510853835,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.37242306833299343,0.383642500814331,0.19143413367942896,0.035213100972172735,1
1.0,0.09122251615421302,0.043463652290781675,0.21852387843704774,0.7297297297297298,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.11414726988473602,0.019800479888702083,0.09798831927319922,0.053119535214804114,0
0.0,0.1027418795264321,0.0,0.21562952243125902,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.08050028646060924,0.09668767024892877,0.07105775470473719,0.05055320986073025,0
0.0,0.22647339433626765,0.0,0.0955137481910275,0.32432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.1913217001194395,0.2056231215197031,0.09149902660609995,0.03064095167383119,0
0.0,0.041540179539442265,0.0,0.1215629522431259,0.7297297297297298,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.025684349540206444,0.04280459270908027,0.054510058403634,0.07832178771644745,0
0.6666666666666666,0.09303850990936285,0.0,0.170767004341534,0.7297297297297298,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.071809362892184,0.01814596555030697,0.07657365347177157,0.059493246299644996,1
0.0,0.10930114055249568,0.0,0.17800289435600578,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08637515658228216,0.10246256164159633,0.07981829980532122,0.05392886819282552,0
0.0,0.04097098746693262,0.0,0.0723589001447178,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.02517454676105301,0.042303465770047136,0.03244646333549643,0.0480563164589477,0
0.0,0.037013747343770304,0.03482372141022872,0.1345875542691751,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.05685514803701654,0.0734449255528205,0.043802725502920185,0.03996324848200862,1
0.0,0.07574591265883163,0.03998368013055895,0.18234442836468884,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09676542274788553,0.11267600592284306,0.08176508760545101,0.050475551411007596,0
0.0,0.03882974109892012,0.0,0.0955137481910275,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.023256717258523414,0.04041827395177963,0.0428293316028553,0.06488309594185945,0
1.0,0.07813109848649111,0.023591811265509875,0.13169319826338638,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0823210106718715,0.011979320161649227,0.05905256327060351,0.0410346854300266,0
0.0,0.04603950735070901,0.10319917440660475,0.16208393632416784,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.13410240724017053,0.14937758841012697,0.072680077871512,0.033533865201541446,0
0.0,0.04378984344507564,0.05659154726762186,0.1606367583212735,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.08494285353608917,0.10105463357478894,0.07203114860480207,0.049155493804047753,0
0.3333333333333333,0.07880870809662165,0.0,0.08393632416787264,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.05906429341334808,0.029381549699264157,0.03763789746917586,0.03335371743574418,1
0.3333333333333333,0.2787035430851292,0.0,0.27062228654124454,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.23810217418747148,0.11737705387472534,0.12134977287475666,0.03365162644890935,1
0.3333333333333333,0.06812958064096443,0.0,0.21128798842257596,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.049499422223516956,0.024680501747381896,1.0,1.0,1
0.0,0.04606661173511423,0.03899968800249598,0.1085383502170767,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06918752002796631,0.08556742483990777,0.048669695003244653,0.038505531068331836,0
1.0,0.1474099050262369,0.0,0.20405209840810418,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.12050766646274554,0.021363518674734,0.09149902660609995,0.0471881738116838,1
0.6666666666666666,0.07542066004596897,0.049991600067199465,0.1606367583212735,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1065973334887018,0.02954461481434637,0.07203114860480207,0.04076709059741788,0
0.0,0.41070189513855726,0.0,0.36324167872648333,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.35632786630543495,0.3678212074534277,0.1628812459441921,0.030730822863311722,0
0.0,0.014435795134220896,0.04319965440276478,0.13603473227206944,0.7297297297297298,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.04510540779367067,0.06189514276748541,0.060999351070733294,0.0647975427729354,1
0.6666666666666666,0.09799861225551837,0.049991600067199465,0.21852387843704774,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.1268195103951214,0.03617062656378449,0.09798831927319922,0.048513640600700535,0
0.0,0.09032807146884073,0.04833561331509348,0.26772793053545585,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.11827424476359714,0.1338187901125268,0.12005191434133679,0.06369816964752824,0
0.0,0.05474001474478507,0.0,0.11432706222865412,0.7297297297297298,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.037506918752002794,0.05442596505713439,0.051265412070084365,0.060842448701833064,1
0.6666666666666666,0.2832299752808011,0.027023783809729522,0.3125904486251809,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.26949145958963305,0.08291861101930406,0.1401687216093446,0.03481722415776156,0
0.0,0.0,0.04319965440276478,0.18234442836468884,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.032175838261426865,0.049185609066102184,0.08176508760545101,0.10448150105458495,1
1.0,0.05978143024415625,0.0,0.09406657018813314,0.7297297297297298,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.04202231479593323,0.0020760973188515587,0.04218040233614536,0.04697638358394036,0
0.0,0.05555314627694172,0.01591187270501836,0.1345875542691751,0.7297297297297298,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.054330410464066184,0.07096315404522785,0.060350421804023356,0.056904333013943646,0
0.0,0.08059759746736625,0.056063551491588065,0.18089725036179446,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.11737602081937444,0.13293585217232554,0.08111615833874107,0.04251790019282674,0
0.6666666666666666,0.01714623357474303,0.47999616003071977,0.33285094066570187,0.7297297297297298,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.48936211534166496,0.15496157430221047,0.1492537313432836,0.019292762813005026,1
0.0,0.42620560301834387,0.0,0.14616497829232994,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.3702139229566619,0.3814709507451874,0.06554185593770279,0.009185891809302734,0
0.0,0.02286525868424474,0.03998368013055895,0.06512301013024602,0.7297297297297298,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04940231693224964,0.06611892696790754,0.02920181700194679,0.02937926900204967,0
0.0,0.27588468710698616,0.0,0.18379160636758318,0.7297297297297298,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.23557743661452113,0.24912571246529377,0.08241401687216093,0.02186050582184479,0
0.6666666666666666,0.15356260028622218,0.0,0.17221418234442834,0.7297297297297298,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.126018391742166,0.035908131500481416,0.0772225827384815,0.03788702758859,1
0.0,0.2990318313890452,0.0,0.22431259044862514,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2563094163000942,0.2695048746526413,0.10058403634003893,0.02516931492732066,1
0.0,0.061976885380979174,0.0,0.059334298118668596,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.043988696944096475,0.06079743613912711,0.026606099935107073,0.029006766299789048,0
0.0,0.023542868294375272,0.8120815033479732,0.11722141823444283,0.7297297297297298,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.8310028063429176,0.8344181140684224,0.05256327060350422,0.0,1
